代碼,學校名稱,地址,電話,座標地址
401X4G,臺北市私立優幼園幼兒園,[114]臺北市內湖區內湖里15鄰成功路四段30巷11號1樓,(02)27922182,臺北市內湖區成功路四段30巷11號
401X4H,臺北市私立惠登幼兒園,[114]臺北市內湖區明湖里17鄰康寧路三段189巷52號1樓,(02)26335935,臺北市內湖區康寧路三段189巷52號
401X4K,臺北市私立大葡萄幼兒園,[114]臺北市內湖區清白里19鄰金湖路16之11號1樓,(02)87926345,臺北市內湖區金湖路16之11號
401X4R,臺北市私立咪咪幼兒園,[114]臺北市內湖區瑞陽里10鄰文德路66巷69弄30號1樓,(02)26576881,臺北市內湖區文德路66巷69弄30號
401X4U,臺北市私立奪標幼兒園,[114]臺北市內湖區港富里30鄰內湖路二段130號1樓,(02)26598109,臺北市內湖區內湖路二段130號
401X4X,臺北市私立安徒生幼兒園,[114]臺北市內湖區紫雲里5鄰康寧路一段169號1樓,(02)27904089,臺北市內湖區康寧路一段169號
401X4Y,臺北市私立明昶幼兒園,[114]臺北市內湖區明湖里3鄰康寧路3段99巷10弄6號1樓及2樓,(02)26323564,臺北市內湖區康寧路3段99巷10弄6號
401X4Z,臺北市私立家田幼兒園,[114]臺北市內湖區秀湖里7鄰大湖街158巷2之3號1、2樓及2樓之1,(02)87918587,臺北市內湖區大湖街158巷2之3號
401X50,臺北市私立廣教幼兒園,[114]臺北市內湖區紫星里21鄰成功路三段187巷35弄2號1樓及4號1樓,(02)27930308,臺北市內湖區成功路三段187巷35弄2號
401X51,臺北市私立柏克萊幼兒園,[114]臺北市內湖區金湖里3鄰金湖路363巷17號1樓至2樓及19號1樓,(02)26333002,臺北市內湖區金湖路363巷17號
401X52,臺北市私立康寧幼兒園(臺北市政府教育局委託財團法人中華幼兒教育發展基金會辦理),[114]臺北市內湖區康寧里18鄰康寧路三段189巷93弄18號1樓,(02)26319818,臺北市內湖區康寧路三段189巷93弄18號
401X55,臺北市私立小綠荳幼兒園,[114]臺北市內湖區湖興里19鄰成功路二段312巷66、68號1樓,(02)27937710,臺北市內湖區成功路二段312巷66、68號
401X57,臺北市私立大湖寶貝幼兒園,[114]臺北市內湖區秀湖里2鄰大湖街166巷10號1樓至2樓,(02)27921959,臺北市內湖區大湖街166巷10號
401X59,臺北市私立新東湖幼兒園(臺北市政府教育局委託社團法台北市兒童保育協會辦理),[114]臺北市內湖區東湖里10鄰康樂街110巷16弄22號1.2樓,(02)26327828,臺北市內湖區康樂街110巷16弄22號
401X5A,臺北市私立多元智慧幼兒園,[114]臺北市內湖區紫陽里19鄰文德路210巷10號1樓,(02)26598800,臺北市內湖區文德路210巷10號
401X5B,社團法人臺北市接觸點社區關懷協會附設臺北市私立麥田幼兒園,[114]臺北市內湖區內湖里6鄰內湖路二段355巷19號1樓,(02)27941237,臺北市內湖區內湖路二段355巷19號
401X5F,臺北市私立興南幼兒園,[114]臺北市內湖區湖興里6鄰成功路二段426巷13號1樓,(02)27923929,臺北市內湖區成功路二段426巷13號
401X5G,臺北市私立恩貝亞幼兒園,[114]臺北市內湖區紫雲里18鄰金湖路179號1樓至2樓,(02)27916484,臺北市內湖區金湖路179號
401X5L,臺北市私立嘉霙幼兒園,[114]臺北市內湖區紫陽里18鄰陽光街116號1樓,(02)26278523,臺北市內湖區陽光街116號
401X5N,臺北市私立來來幼兒園,[114]臺北市內湖區葫洲里7鄰民權東路六段280巷50號1樓,(02)26325432,臺北市內湖區民權東路六段280巷50號
401X5P,臺北市私立巧可麗查理布朗幼兒園,[114]臺北市內湖區湖濱里30鄰成功路三段174巷10號2樓,(02)87926411,臺北市內湖區成功路三段174巷10號
401X5Q,臺北市私立凱菲林幼兒園,[114]臺北市內湖區葫洲里12鄰康寧路三段54之5號2樓,(02)26346557,臺北市內湖區康寧路三段54之5號
401X5S,臺北市私立星雲幼兒園(臺北市政府教育局委託財團法人中華民國兒童福利聯盟文教基金會辦理),[114]臺北市內湖區清白里4鄰星雲街161巷3號2樓,(02)87918776,臺北市內湖區星雲街161巷3號
401X5U,臺北市私立妙善幼兒園,[114]臺北市內湖區行善里18鄰行善路25巷13號1樓,(02)27921389,臺北市內湖區行善路25巷13號
401X5W,恕德學校財團法人附設臺北市私立恕德幼兒園,[114]臺北市內湖區西湖里1鄰內湖路一段353號,(02)27997608,臺北市內湖區內湖路一段353號
401X5Y,臺北市私立威爾斯幼兒園,[114]臺北市內湖區行善里21鄰行善路25巷11號1樓至2樓,(02)87902851,臺北市內湖區行善路25巷11號
401X60,臺北市私立小百合蒙特梭利幼兒園,[114]臺北市內湖區紫星里7鄰星雲街37號1樓,(02)27946751,臺北市內湖區星雲街37號
401X62,臺北市私立柏克立幼兒園,[114]臺北市內湖區金湖里2鄰金湖路363巷45號1樓至2樓,(02)26347688,臺北市內湖區金湖路363巷45號
401X63,臺北市私立唯愛蒙特梭利幼兒園,[114]臺北市內湖區西康里19鄰環山路一段24巷36號及38號1樓,(02)26580556,臺北市內湖區環山路一段24巷36號
401X64,臺北市私立森林學館幼兒園,[114]臺北市內湖區紫陽里12鄰陽光街65號1樓,(02)26577679,臺北市內湖區陽光街65號
401X66,臺北市私立巧比樣幼兒園,[114]臺北市內湖區秀湖里2鄰大湖街166巷18號1樓至2樓,(02)27902950,臺北市內湖區大湖街166巷18號
401X67,康軒文教事業股份有限公司附設臺北市私立員工子女幼兒園,[114]臺北市內湖區西康里4鄰內湖路1段49號1樓至2樓,(02)27990099,臺北市內湖區內湖路1段49號
401X68,臺北市私立何嘉仁寶貝幼兒園,[114]臺北市內湖區大湖里9鄰大湖山莊街170號,(02)27926453,臺北市內湖區大湖山莊街170號
401X69,臺北市私立小小百合蒙特梭利幼兒園,[114]臺北市內湖區西湖里2鄰星雲街38號1樓,(02)27937756,臺北市內湖區星雲街38號
401X6A,臺北市私立何嘉仁新湖幼兒園,[114]臺北市內湖區湖興里27鄰民權東路6段196號,(02)27922776,臺北市內湖區民權東路6段196號
401X6B,臺北市私立米家幼兒園,[114]臺北市內湖區寶湖里13鄰民權東路六段172號1至3樓,(02)27922091,臺北市內湖區民權東路六段172號
401X6C,臺北市私立夢想幼兒園,[114]臺北市內湖區紫陽里19鄰文德路210巷8之3號2樓,(02)27986455,臺北市內湖區文德路210巷8之3號
401X6D,臺北市私立康橋幼兒園,[114]臺北市內湖區西康里4鄰內湖路一段49號3樓,(02)27990099,臺北市內湖區內湖路一段49號
401X6E,臺北市私立地球人幼兒園,[114]臺北市內湖區金龍里11鄰金龍路67巷6號1樓,(02)27928855,臺北市內湖區金龍路67巷6號
401X6F,臺北市私立卡爾維德蒙特梭利幼兒園,[114]臺北市內湖區東湖里17鄰東湖路113巷50號1樓,(02)26335356,臺北市內湖區東湖路113巷50號
403X01,臺北市內湖區內湖國民小學附設幼兒園,[114]臺北市內湖區港富里22鄰內湖路二段41號1樓,(02)27998085#577,臺北市內湖區內湖路二段41號
403X02,臺北市內湖區碧湖國民小學附設幼兒園,[114]臺北市內湖區內湖里6鄰金龍路100號,(02)27907161#191,臺北市內湖區金龍路100號
403X03,臺北市內湖區潭美國民小學附設幼兒園,[114]臺北市內湖區石潭里17鄰新明路22號,(02)27917334#271,臺北市內湖區新明路22號
403X04,臺北市內湖區東湖國民小學附設幼兒園,[114]臺北市內湖區東湖里1鄰東湖路115號,(02)26339984#226,臺北市內湖區東湖路115號
403X05,臺北市內湖區西湖國民小學附設幼兒園,[114]臺北市內湖區西湖里13鄰環山路一段25號,(02)27997447#182,臺北市內湖區環山路一段25號
403X06,臺北市內湖區康寧國民小學附設幼兒園,[114]臺北市內湖區清白里30鄰星雲街121號,(02)27901237#166,臺北市內湖區星雲街121號
403X07,臺北市內湖區明湖國民小學附設幼兒園,[114]臺北市內湖區明湖里9鄰康寧路三段105號1樓,(02)26323477#50,臺北市內湖區康寧路三段105號
403X08,臺北市內湖區麗山國民小學附設幼兒園,[114]臺北市內湖區麗山里9鄰港華街100號,(02)26574158#712,臺北市內湖區港華街100號
403X09,臺北市內湖區新湖國民小學附設幼兒園,[114]臺北市內湖區湖興里15鄰民權東路六段138號,(02)27963721#130,臺北市內湖區民權東路六段138號
403X10,臺北市內湖區文湖國民小學附設幼兒園,[114]臺北市內湖區西康里4鄰文湖街15號,(02)26583515#1030,臺北市內湖區文湖街15號
403X11,臺北市內湖區大湖國民小學附設幼兒園,[114]臺北市內湖區大湖里9鄰大湖山莊街170號,(02)27915870#71,臺北市內湖區大湖山莊街170號
403X12,臺北市內湖區南湖國民小學附設幼兒園,[114]臺北市內湖區葫洲里25鄰康寧路三段200號,(02)26321296#71,臺北市內湖區康寧路三段200號
403X13,臺北市內湖區麗湖國民小學附設幼兒園,[114]臺北市內湖區金湖里2鄰金湖路363巷8號,(02)26343888#600,臺北市內湖區金湖路363巷8號
403X14,臺北市立內湖幼兒園,[114]臺北市內湖區瑞光里20鄰陽光街265巷9號,(02)27993223,臺北市內湖區陽光街265巷9號
411K01,臺北市私立精采童年幼兒園,[111]臺北市士林區天玉里18鄰天母北路42之2號1、2樓,28717230,臺北市士林區天母北路42之2號
411X01,臺北市私立天道幼兒園,[111]臺北市士林區福佳里1鄰文林路453號1、2樓,(02)28340023,臺北市士林區文林路453號
411X02,臺北市私立幼心幼兒園,[111]臺北市士林區福德里7鄰中正路335巷18號,(02)28815581,臺北市士林區中正路335巷18號
411X03,臺北市私立忠義幼兒園,[111]臺北市士林區蘭雅里10鄰士東路54巷11、19、21號,(02)28310788,臺北市士林區士東路54巷11、19、21號
411X06,臺北市私立博仁幼兒園,[111]臺北市士林區天壽里9鄰中山北路六段405巷29、31號,(02)28723567,臺北市士林區中山北路六段405巷29、31號
411X07,臺北市私立現代私塾幼兒園,[111]臺北市士林區蘭雅里24鄰中山北路6段290巷48.50號,(02)28368002,臺北市士林區中山北路6段290巷48.50號
411X10,臺北市私立育強幼兒園,[111]臺北市士林區社子里18鄰社正路45巷12號1、2樓,(02)28128829,臺北市士林區社正路45巷12號
411X13,財團法人臺灣聖公會附設臺北市私立牧愛堂幼兒園,[111]臺北市士林區後港里16鄰中正路509號,(02)28823460,臺北市士林區中正路509號
411X15,臺北市私立欣光幼兒園,[111]臺北市士林區百齡里14鄰福港街259巷4號1樓至2樓及6號1樓,(02)28822302,臺北市士林區福港街259巷4號
411X18,臺北市私立海光幼兒園,[111]臺北市士林區富光里13鄰葫蘆街30巷25號1樓,(02)28111994,臺北市士林區葫蘆街30巷25號
411X19,臺北市私立何嘉仁幼兒園,[111]臺北市士林區葫蘆里7鄰延平北路五段231巷1號,(02)28128097,臺北市士林區延平北路五段231巷1號
411X23,臺北市私立泰安幼兒園,[111]臺北市士林區德行里4鄰中山北路五段八二九巷14.16號,(02)28314281,臺北市士林區中山北路五段八二九巷14.16號
411X28,臺北市私立力群幼兒園,[111]臺北市士林區社園里24鄰永平街46巷1弄4號1樓,(02)28122381,臺北市士林區永平街46巷1弄4號
411X29,臺北市私立正音幼兒園,[111]臺北市士林區福志里20鄰中山北路五段698巷15號1、2樓,(02)28364687,臺北市士林區中山北路五段698巷15號
411X30,臺北市私立多多種子幼兒園,[111]臺北市士林區葫蘆里8鄰延平北路五段245巷2.4號,(02)28122563,臺北市士林區延平北路五段245巷2.4號
411X35,臺北市私立民華幼兒園,[111]臺北市士林區福中里1鄰華齡街211號1、2、3樓,(02)28823000,臺北市士林區華齡街211號
411X36,臺北市私立育成幼兒園,[111]臺北市士林區明勝里10鄰承德路四段12巷10.12.14號1樓,(02)28858002,臺北市士林區承德路四段12巷10.12.14號
411X39,臺北市私立十大幼兒園,[111]臺北市士林區三玉里6鄰天母東路92號1樓,(02)28749113,臺北市士林區天母東路92號
411X41,臺北市私立奧爾仕幼兒園,[111]臺北市士林區臨溪里1鄰至善路二段1之1號1、2樓,(02)28807531,臺北市士林區至善路二段1之1號
411X43,財團法人林迺翁文教基金會附設臺北市私立天鵝堡幼兒園,[111]臺北市士林區臨溪里8鄰至善路2段280之1號、280之1號2樓、280之1號3樓,(02)28411618,臺北市士林區至善路2段280之1號
411X45,臺北市私立浩恩幼兒園,[111]臺北市士林區岩山里10鄰忠義街91巷17.19號1樓,(02)28359964,臺北市士林區忠義街91巷17.19號
411X46,臺北市私立士林科見幼兒園,[111]臺北市士林區福志里18鄰中山北路五段608、610號1、2樓,(02)28332398,臺北市士林區中山北路五段608、610號
411X4C,臺北市私立飛達幼兒園,[111]臺北市士林區永倫里1鄰延平北路六段210號1樓、2樓之1、2樓之2及212號1樓,(02)28113351,臺北市士林區延平北路六段210號
411X4F,臺北市私立三玉幼兒園(臺北市政府教育局委託社團法人台北市幼兒園協會辦理),[111]臺北市士林區三玉里14鄰忠誠路二段53巷7號1、2樓,(02)88661016,臺北市士林區忠誠路二段53巷7號
411X4O,臺北市私立天母蒙特梭利幼兒園,[111]臺北市士林區天玉里12鄰天母西路95巷21號1.2樓,(02)28728454,臺北市士林區天母西路95巷21號
411X4R,臺北市私立心愛幼兒園,[111]臺北市士林區天母里1鄰中山北路七段190巷104號1、2樓,(02)28739393,臺北市士林區中山北路七段190巷104號
411X4V,臺北市私立敦品幼兒園,[111]臺北市士林區聖山里9鄰忠誠路一段173巷13號1、2樓,(02)28366464,臺北市士林區忠誠路一段173巷13號
411X4X,臺北市私立幼天才幼兒園,[111]臺北市士林區福中里3鄰福港街107巷16、18、20號1樓,(02)28830080,臺北市士林區福港街107巷16、18、20號
411X53,臺北市私立有緣蒙特梭利幼兒園,[111]臺北市士林區蘭興里7鄰忠誠路2段32巷11號1樓,(02)28320290,臺北市士林區忠誠路2段32巷11號
411X59,臺北市私立博如幼兒園,[111]臺北市士林區名山里1鄰雙溪街18，20號1樓,(02)28339854,臺北市士林區雙溪街18，20號
411X5B,臺北市私立翰諾幼兒園,[111]臺北市士林區蘭雅里20鄰德行東路61巷4號1、2樓,(02)28362424,臺北市士林區德行東路61巷4號
411X5E,臺北市私立華新幼兒園,[111]臺北市士林區天壽里13鄰天母西路22巷6弄6號1樓,(02)28745665,臺北市士林區天母西路22巷6弄6號
411X5G,臺北市私立慈暉幼兒園,[111]臺北市士林區社園里24鄰永平街46巷3弄7，9號1樓及9號2樓,(02)28113589,臺北市士林區永平街46巷3弄7，9號
411X5I,臺北市私立愛樂芬幼兒園,[111]臺北市士林區社新里21鄰社子街63巷8號1樓,(02)88111313,臺北市士林區社子街63巷8號
411X5J,臺北市私立求真幼兒園,[111]臺北市士林區福中里8鄰通河東街一段136巷24.26號1樓,(02)28828069,臺北市士林區通河東街一段136巷24.26號
411X5N,臺北市私立熊寶貝幼兒園,[111]臺北市士林區蘭雅里18鄰士東路46巷26號1樓,(02)28363868,臺北市士林區士東路46巷26號
411X5P,臺北市私立華邇街幼兒園,[111]臺北市士林區蘭雅里14鄰中山北路六段290巷7弄8號1，2樓,(02)28363379,臺北市士林區中山北路六段290巷7弄8號
411X5R,臺北市私立凱斯幼兒園,[111]臺北市士林區義信里12鄰承德路四段179巷7號及7之1號1樓,(02)88611866,臺北市士林區承德路四段179巷7號
411X5S,臺北市私立社中幼兒園,[111]臺北市士林區永倫里15鄰社中街424號1，2樓,(02)28126797,臺北市士林區社中街424號
